"LIT_Number","Site_Number","Island","Region","Year","ACB","ACT","ACD","ACF","ACE","CM","CS","CB","CF","CE","Soft.coral","Algae","CCA","Others","Abiotic","total_ccov","delta_ccov","delta_algae","lagged_total_ccov","lagged_Algae"
3,3,"Manoliputti","GoM",2015,1.01,3.1,4.28,0,0,13.18,0.47,0,0.32,0,0.94,18.78,1.29,11.28,45.35,22.36,-6.32,-11.12,28.68,29.9
3,3,"Manoliputti","GoM",2016,0.24,0,4.56,0,0,7.68,0.24,0,0,0,0.19,27.72,8.6,4.87,45.9,12.72,-9.64,8.94,22.36,18.78
3,3,"Manoliputti","GoM",2017,0.32,0,4.56,0,0,7.5,0.25,0.25,0,0,0.2,26.58,8.6,5.21,46.53,12.88,0.16,-1.14,12.72,27.72
3,3,"Mulli","GoM",2005,5.97,0,17.08,0,0,6.54,0.65,2.31,0,0.27,0,18.23,3.55,5.07,40.33,32.82,19.94,-8.35,12.88,26.58
3,3,"Mulli","GoM",2007,10.28,0.92,12.39,0,0,9.87,0.79,2.31,1.45,2.12,1.42,32.65,1.42,3.06,21.32,40.13,7.31,14.42,32.82,18.23
3,3,"Mulli","GoM",2008,11.11,1.03,10.24,0.42,0,7.84,0,5.02,3.02,0.44,1.45,22.4,1.03,2.05,33.95,39.12,-1.01,-10.25,40.13,32.65
3,3,"Mulli","GoM",2009,9.03,0,19.81,0,0,7.83,1.51,2.65,1.78,0.36,0.87,21.57,3.38,3.14,28.07,42.97,3.85,-0.83,39.12,22.4
3,3,"Mulli","GoM",2010,6.62,0.47,13.83,0.15,0,5.99,0,5.93,3.87,1.19,1.02,22.97,0.63,6.69,30.64,38.05,-4.92,1.4,42.97,21.57
3,3,"Mulli","GoM",2011,8.91,2.94,17.01,0,0,4.66,2.4,2.62,2.38,1.53,0,20.34,3.85,0.96,32.4,42.45,4.4,-2.63,38.05,22.97
3,3,"Mulli","GoM",2012,7.95,1.11,10.38,0.13,0,10.24,0.64,1.4,4.16,0.85,1.08,27.06,2.23,0,32.77,36.86,-5.59,6.72,42.45,20.34
3,3,"Mulli","GoM",2013,6.78,3.27,15.78,0.36,0,8.11,1.28,3.63,3.41,0.89,1.69,26.26,4.65,4.86,19.03,43.51,6.65,-0.8,36.86,27.06
3,3,"Mulli","GoM",2014,10.94,0.7,13.42,0,0,8.02,0.81,4.33,3,1.49,3.05,18.93,3.31,0,32,42.71,-0.8,-7.33,43.51,26.26
3,3,"Mulli","GoM",2015,11.4,2.53,14.04,0,0,9.45,0.95,5.9,5.96,0.6,2.56,25.11,0.91,0,20.59,50.83,8.12,6.18,42.71,18.93
3,3,"Mulli","GoM",2016,2.72,3.38,1.38,2.52,1.09,10.51,2.11,0,0.49,1.12,0,34.77,8.25,1.44,30.22,25.32,-25.51,9.66,50.83,25.11
3,3,"Mulli","GoM",2017,3.65,3.71,1.56,2.56,1.11,10.65,2.12,0.12,0.5,1.13,0,32.22,8.39,1.98,30.3,27.11,1.79,-2.55,25.32,34.77
3,3,"Nallathanni","GoM",2005,0.16,1.16,0,0,0,6.04,0,0,0.92,0.49,0,62.42,0.49,22.78,5.54,8.77,-18.34,30.2,27.11,32.22
3,3,"Nallathanni","GoM",2007,0.76,1.27,0,0.3,0,11,1.83,0,1.36,0.89,0,62.77,3.38,11.96,4.48,17.41,8.64,0.35,8.77,62.42
3,3,"Nallathanni","GoM",2008,1.14,1.37,0,1.15,0,9.8,1.33,0,2.66,2.23,0,67.01,5.31,5.76,2.24,19.68,2.27,4.24,17.41,62.77
3,3,"Nallathanni","GoM",2009,0.05,1.27,0,0.64,0,8.66,3.14,0,1.83,2.24,0,71.55,5.35,4.87,0.4,17.83,-1.85,4.54,19.68,67.01
3,3,"Nallathanni","GoM",2010,0.24,1.21,0,0.49,0,8,0.85,0,1.28,1.89,0,65.79,5.33,9.66,5.26,13.96,-3.87,-5.76,17.83,71.55
3,3,"Nallathanni","GoM",2011,0.81,0.22,0,0.77,0,11.84,1.39,0,1.79,1.6,0,72.75,2.41,3.26,3.16,18.42,4.46,6.96,13.96,65.79
3,3,"Nallathanni","GoM",2012,0.26,0.95,0,0.43,0,8.92,1.24,0,2.9,1.57,0,50.26,5.52,9.06,18.89,16.27,-2.15,-22.49,18.42,72.75
3,3,"Nallathanni","GoM",2013,2.7,0.55,0,0.4,0.16,7.92,2.36,0.29,2.39,1.28,0,64.29,3.13,7.65,6.88,18.05,1.78,14.03,16.27,50.26
3,3,"Nallathanni","GoM",2014,2.85,1.39,0,0.18,0.46,9.49,0.8,0.32,1.65,1.33,0,54.5,4.11,4.41,18.51,18.47,0.42,-9.79,18.05,64.29
3,3,"Nallathanni","GoM",2015,1.55,1.1,0,0.92,0,8.3,0.42,0.89,1.08,2.96,0,19,4.26,7.65,51.87,17.22,-1.25,-35.5,18.47,54.5
3,3,"Nallathanni","GoM",2016,1.24,1.03,0.19,1.12,1.24,1.42,2.07,0.92,0.87,0.66,0,45.01,4.4,4.17,35.66,10.76,-6.46,26.01,17.22,19
3,3,"Nallathanni","GoM",2017,2.65,1.92,0.29,1.12,1.25,1.45,2.08,1.01,0.9,0.65,0.01,41.23,4.52,4.25,36.67,13.32,2.56,-3.78,10.76,45.01
3,3,"Poomarichan","GoM",2005,0.16,1.56,0.97,0.66,0.06,12.78,0.43,1.89,0.8,1.84,0,27,11.18,14.41,26.26,21.15,7.83,-14.23,13.32,41.23
3,3,"Poomarichan","GoM",2007,1,2.54,0.97,1.02,0.05,15.95,0.71,1.45,2.2,1.81,2.59,17.04,3.73,4.92,44.02,27.7,6.55,-9.96,21.15,27
3,3,"Poomarichan","GoM",2008,1.16,2.56,1.12,1.28,0,16.24,0.8,1.2,1.95,1.57,2.5,18.26,4.28,10.73,36.35,27.88,0.18,1.22,27.7,17.04
3,3,"Poomarichan","GoM",2009,1.98,2.42,0.93,0.47,0.13,14.29,0.63,1.21,2.01,2.35,2.42,21.62,6.46,17.41,25.67,26.42,-1.46,3.36,27.88,18.26
3,3,"Poomarichan","GoM",2010,0.82,2.01,0.25,0.57,0.08,6.03,0.81,0.68,2.11,2.34,2.45,22.39,7.29,9.99,42.18,15.7,-10.72,0.77,26.42,21.62
3,3,"Poomarichan","GoM",2011,1.43,1.71,0.74,0.66,0.26,13.6,0.26,1.16,2.35,2.76,2.69,24.09,4.22,15.82,28.25,24.93,9.23,1.7,15.7,22.39
3,3,"Poomarichan","GoM",2012,1.33,2.04,0.86,0.96,0.12,13.76,0.75,0.98,2.13,1.98,2.87,22.81,2.96,11.22,35.23,24.91,-0.02,-1.28,24.93,24.09
3,3,"Poomarichan","GoM",2013,1.3,2.11,0.55,1.03,0.23,14.44,0.66,1.01,2.75,1.21,1.79,21.47,2.83,8.46,40.16,25.29,0.38,-1.34,24.91,22.81
3,3,"Poomarichan","GoM",2014,1.27,2.51,0.41,1.03,0.18,17.82,0.62,1.15,3.96,2.58,2.58,20.57,3.31,9.56,32.45,31.53,6.24,-0.9,25.29,21.47
3,3,"Poomarichan","GoM",2015,1.31,2.46,0,0.2,0.14,18.38,0.47,1.03,2.42,2.43,2.03,26.98,4.47,5.22,32.46,28.84,-2.69,6.41,31.53,20.57
3,3,"Poomarichan","GoM",2016,0.2,0.73,0.66,0,0,11.64,1.08,0,0.31,0.59,0.96,25.73,8.81,7.35,41.94,15.21,-13.63,-1.25,28.84,26.98
3,3,"Poomarichan","GoM",2017,0.26,0.75,0.68,0,0,11.69,1.08,0.26,0.41,0.6,1,25.2,8.87,6.53,42.67,15.73,0.52,-0.53,15.21,25.73
3,3,"Poovarasanpatti","GoM",2005,4,9.3,1.65,0,0,8.42,0,0,0,0,0,21.8,4.19,13.75,36.89,23.37,7.64,-3.4,15.73,25.2
3,3,"Poovarasanpatti","GoM",2007,4.66,4.72,16.22,0,0,5.11,1.81,0,2.28,0,0,2.58,7.82,6.56,48.24,34.8,11.43,-19.22,23.37,21.8
3,3,"Poovarasanpatti","GoM",2008,4.07,6.7,11.79,0,0,1.88,2.34,0,2.13,0,0,16.04,5.24,6.43,43.38,28.91,-5.89,13.46,34.8,2.58
3,3,"Poovarasanpatti","GoM",2009,4.51,4.92,12.14,0,0,2.99,2.22,0,4.37,0,0,23.71,4.2,3.9,37.04,31.15,2.24,7.67,28.91,16.04
3,3,"Poovarasanpatti","GoM",2010,3.65,2.85,7.56,0,0,4.81,0.24,0,0.16,0,0,40.79,2.79,4.99,32.16,19.27,-11.88,17.08,31.15,23.71
3,3,"Poovarasanpatti","GoM",2011,3.78,1.71,9.25,0,0,3.21,1.67,0,0,0,0,15.21,2.67,5.32,57.18,19.62,0.35,-25.58,19.27,40.79
3,3,"Poovarasanpatti","GoM",2012,5.11,1,9.48,0,0,6.79,2.86,0,0,0,0,19.22,3.61,3.2,48.73,25.24,5.62,4.01,19.62,15.21
3,3,"Poovarasanpatti","GoM",2013,0.95,4.06,9.17,0,0,1.07,3.58,0,0,0,0,17.49,1.2,10.06,52.42,18.83,-6.41,-1.73,25.24,19.22
3,3,"Poovarasanpatti","GoM",2014,3.31,2.81,2.72,0,0,9.38,1.29,0,0,0,0,12.63,0.16,3.98,63.72,19.51,0.68,-4.86,18.83,17.49
3,3,"Poovarasanpatti","GoM",2015,2.54,3.91,6.77,0,0,7.74,3.24,0,0,0,0,17.75,2.26,4.88,50.91,24.2,4.69,5.12,19.51,12.63
3,3,"Poovarasanpatti","GoM",2016,2.89,1.54,1.5,2.53,0.53,5.63,0.35,0,2.17,1.38,0.24,12.23,8.27,13.14,47.6,18.52,-5.68,-5.52,24.2,17.75
3,3,"Poovarasanpatti","GoM",2017,3.25,1.23,1.69,2.68,0.42,5.54,0.32,0,2.35,1.18,0.26,13.25,9.27,10.34,48.22,18.66,0.14,1.02,18.52,12.23
3,3,"Pullivasal","GoM",2005,3.61,4.79,19.39,0.9,0.36,8.52,0.42,3.39,7.43,0.75,0,17.13,5.04,9.38,18.89,49.56,30.9,3.88,18.66,13.25
3,3,"Pullivasal","GoM",2007,1.74,5.94,11.47,0.51,0.11,11.25,0.58,4.57,2.59,0.61,1.13,15.09,6.13,8.17,30.11,39.37,-10.19,-2.04,49.56,17.13
3,3,"Pullivasal","GoM",2008,1.03,5.12,12.8,1.37,0.21,16.52,1.39,5.96,5,0.58,0.02,21.89,5.08,3.91,19.12,49.98,10.61,6.8,39.37,15.09
3,3,"Pullivasal","GoM",2009,1.4,4.77,10.48,2.05,0.29,19.45,0.11,5.78,3.94,1.41,1.88,21.16,5.99,6.21,15.08,49.68,-0.3,-0.73,49.98,21.89
3,3,"Pullivasal","GoM",2010,1.89,2.58,11.11,1.65,0.18,5.14,0.73,1.51,5.14,0.33,1.75,22.67,6.68,4.9,33.74,30.26,-19.42,1.51,49.68,21.16
3,3,"Pullivasal","GoM",2011,2.34,4.35,12.42,1.51,0.45,6,1.43,6.28,5.44,1.95,0.83,22.59,5.12,3.99,25.3,42.17,11.91,-0.08,30.26,22.67
3,3,"Pullivasal","GoM",2012,2,2.74,17.59,0.96,0.3,5.33,1.64,4.28,2.84,1.27,0.86,22.76,8.51,3.31,25.61,38.95,-3.22,0.17,42.17,22.59
3,3,"Pullivasal","GoM",2013,1.76,2.36,11.37,1.22,0.12,9.47,0.65,6.04,4,0.85,0.71,21.19,5.5,4.06,30.7,37.84,-1.11,-1.57,38.95,22.76
3,3,"Pullivasal","GoM",2014,2.46,3.63,7.99,2.39,0.28,11.19,1.89,5.73,4.25,1.15,1.4,9.3,4.76,4.17,39.41,40.96,3.12,-11.89,37.84,21.19
3,3,"Pullivasal","GoM",2015,2.27,4.02,8.43,1.48,0.07,14.92,1.18,6.67,4.02,1.13,0.5,15.52,3.67,4.34,31.78,44.19,3.23,6.22,40.96,9.3
3,3,"Pullivasal","GoM",2016,0,0.83,1.19,0,0.43,8.18,1.12,0,0.79,1.77,0,20.01,4.73,11.4,49.55,14.31,-29.88,4.49,44.19,15.52
3,3,"Pullivasal","GoM",2017,0,0.83,1.19,0,0.43,8.18,1.12,0,0.89,1.77,0,18.01,4.73,11.5,51.35,14.41,0.1,-2,14.31,20.01
3,3,"Puluvinichalli","GoM",2005,32,1.25,0,0,0,15.36,0,3.65,2.87,8.62,0,31.27,0.21,1.85,2.92,63.75,49.34,13.26,14.41,18.01
3,3,"Puluvinichalli","GoM",2007,27.21,0.61,0.83,0,0,7.98,0,9.9,0,0,0,37.79,6.38,4.37,4.93,46.53,-17.22,6.52,63.75,31.27
3,3,"Puluvinichalli","GoM",2008,28.69,1.64,0.19,0.11,0,1.18,0,0.02,0.83,0,2.4,43.28,3.25,7.25,11.16,32.66,-13.87,5.49,46.53,37.79
3,3,"Puluvinichalli","GoM",2009,33.15,2.28,1.31,0.61,0,15.7,0,3.63,4.23,7.59,2.08,20.86,2.65,5.87,0.04,68.5,35.84,-22.42,32.66,43.28
3,3,"Puluvinichalli","GoM",2010,17.96,2.08,0.16,0.81,0,10.04,0,5.25,3.6,1.09,6.37,16.67,1.25,0.62,34.1,40.99,-27.51,-4.19,68.5,20.86
3,3,"Puluvinichalli","GoM",2011,21.16,0.29,0.69,0,0,0,0,4.52,1.45,5.86,3.57,19.51,5.96,16.94,20.05,33.97,-7.02,2.84,40.99,16.67
3,3,"Puluvinichalli","GoM",2012,44.62,1.41,0.92,0.65,0,19.4,0,13.08,5.65,5.54,2.59,1.62,2.58,0,1.94,91.27,57.3,-17.89,33.97,19.51
3,3,"Puluvinichalli","GoM",2013,20.43,3.7,2.03,0.73,0,19.84,0,8.37,3.45,4.32,6.32,19.42,2.79,6.21,2.39,62.87,-28.4,17.8,91.27,1.62
3,3,"Puluvinichalli","GoM",2014,21.54,5.43,1.5,0.77,0,19.89,0,4.48,5.81,7.59,3.6,8.37,1.52,2.48,17.02,67.01,4.14,-11.05,62.87,19.42
3,3,"Puluvinichalli","GoM",2015,17.41,2.76,1.28,0.35,0,11.52,0,5.71,7.91,3.21,4.2,11.11,2.65,1.58,30.31,50.15,-16.86,2.74,67.01,8.37
3,3,"Puluvinichalli","GoM",2016,23.49,3.45,0.41,3.29,4.95,8.5,0,0,0,0.98,6.91,20.45,2.81,6.93,17.83,45.07,-5.08,9.34,50.15,11.11
3,3,"Puluvinichalli","GoM",2017,23.5,4.25,0.99,3.5,4.99,9.65,0,0.12,0,0.75,6.52,19.32,4.25,2,20.16,47.75,2.68,-1.13,45.07,20.45
3,3,"Shingle","GoM",2005,7.69,0.85,16.26,4.27,0,4.27,0.07,3.64,0,0,0,27.13,4.8,0.01,31.01,37.05,-10.7,7.81,47.75,19.32
3,3,"Shingle","GoM",2007,12.06,12.82,4.93,8.7,4.36,7.29,3.92,3.85,0.07,0,1.88,12.57,2.15,4.76,20.64,58,20.95,-14.56,37.05,27.13
3,3,"Shingle","GoM",2008,17.31,11.19,5.37,5.87,2.87,4.62,4.15,3.71,1.13,0.96,4.81,10.49,4.29,6.35,16.88,57.18,-0.82,-2.08,58,12.57
3,3,"Shingle","GoM",2009,9.5,13.29,2.63,5.12,4.77,6.44,2.48,5.84,1.07,0.35,4.56,8.67,3.48,6.37,25.43,51.49,-5.69,-1.82,57.18,10.49
3,3,"Shingle","GoM",2010,12.07,8.03,6.18,2.14,5.01,6.56,3.92,4.73,0.9,0.57,9.05,26.41,3.55,3.76,7.12,50.11,-1.38,17.74,51.49,8.67
3,3,"Shingle","GoM",2011,8.67,4.76,2.97,1.39,2.36,5.3,0.81,6.53,0,0.26,3.53,7.15,2.02,1.29,52.96,33.05,-17.06,-19.26,50.11,26.41
3,3,"Shingle","GoM",2012,12.03,7.97,12.94,8.68,2.66,4.3,2,0.78,0.89,0.42,5.58,15.83,6.53,3.05,16.34,52.67,19.62,8.68,33.05,7.15
3,3,"Shingle","GoM",2013,14.19,8.94,6.94,1.56,1.07,1.98,2.72,3.03,0.15,0.13,3.59,15.9,0.08,3.5,36.22,40.71,-11.96,0.07,52.67,15.83
3,3,"Shingle","GoM",2014,9.43,7.99,7.34,3.77,0.21,3.45,2,4.47,0.44,0,4.8,3.9,0.87,6.24,45.09,39.1,-1.61,-12,40.71,15.9
3,3,"Shingle","GoM",2015,9.47,5.33,4.93,3.47,3.9,1,2.52,2.98,0,0.34,2.02,7.81,1.18,0.04,55.01,33.94,-5.16,3.91,39.1,3.9
3,3,"Shingle","GoM",2016,1.36,2.96,0.4,2.81,0.16,5.13,1.12,0,0,0.04,0,15.88,1.95,8.88,59.31,13.98,-19.96,8.07,33.94,7.81
3,3,"Shingle","GoM",2017,1.4,2.99,0.43,2.6,0.19,5.16,0.76,0.16,0,0.1,0,14.89,3.65,8.45,59.22,13.79,-0.19,-0.99,13.98,15.88
3,3,"Thalaiyari","GoM",2005,4.24,1.59,4.57,2.13,0.55,44.45,0.7,0,0.19,0.51,0,17.08,2.89,0.28,20.82,58.93,45.14,2.19,13.79,14.89
3,3,"Thalaiyari","GoM",2007,6.9,0.5,6.23,0,0.31,21.88,1.06,0,1.89,0.86,1.4,32.33,2.96,1.42,22.26,39.63,-19.3,15.25,58.93,17.08
3,3,"Thalaiyari","GoM",2008,9.29,0.95,8.63,3.2,0.51,30.89,0,0,0.61,0.21,2.91,18.33,3.16,2.64,18.67,54.29,14.66,-14,39.63,32.33
3,3,"Thalaiyari","GoM",2009,9.59,0.26,0.85,5.76,0,17.81,2.06,0.09,0.6,1.21,2.35,26.13,0.48,4.95,27.86,38.23,-16.06,7.8,54.29,18.33
3,3,"Thalaiyari","GoM",2010,7.13,0.61,5.77,0.82,0.07,24.5,0.6,0.1,0,0.91,1.39,18.04,4.64,5.73,29.69,40.51,2.28,-8.09,38.23,26.13
3,3,"Thalaiyari","GoM",2011,2.47,0,4.9,1.52,0,25.26,1.4,0,1.26,0.18,0.91,25.4,1.43,3.19,32.08,36.99,-3.52,7.36,40.51,18.04
3,3,"Thalaiyari","GoM",2012,3.82,0,2.01,2.18,0.09,24.79,0.84,0.12,0.25,0.05,0.84,32.87,1.54,4.55,26.05,34.15,-2.84,7.47,36.99,25.4
3,3,"Thalaiyari","GoM",2013,4.77,1.48,4.03,2.38,0.27,24.53,1.17,0,0.29,0,0,35.4,0.47,3.55,21.66,38.92,4.77,2.53,34.15,32.87
3,3,"Thalaiyari","GoM",2014,3.83,1.33,3.44,3.49,0.08,21.77,0.72,0.3,0.64,0.17,0.96,19.25,1.83,2.08,40.11,35.77,-3.15,-16.15,38.92,35.4
3,3,"Thalaiyari","GoM",2015,1.27,0.3,1.68,1.58,0,14.68,0.07,0,0.85,0.26,0.61,23.65,1.28,2.22,51.55,20.69,-15.08,4.4,35.77,19.25
3,3,"Thalaiyari","GoM",2016,0,2.28,0,0.1,0.18,6.82,0.11,0.12,2.31,0.09,1.76,41.65,0.52,2.69,41.37,12.01,-8.68,18,20.69,23.65
3,3,"Thalaiyari","GoM",2017,0.5,2.35,0.11,0.14,0.19,6.81,0.1,0.23,2.43,0.06,1.85,39.24,0.62,2.6,42.77,12.92,0.91,-2.41,12.01,41.65
3,3,"Upputhanni","GoM",2005,4.16,2.67,0,0,0,9.59,0,3.85,0,6.5,0,40.33,0.24,6.84,25.82,26.77,13.85,1.09,12.92,39.24
3,3,"Upputhanni","GoM",2007,0.03,3.46,0,0.75,0,13.85,1.39,3.96,0.91,7.1,1.3,24.94,3.68,3.99,34.64,31.45,4.68,-15.39,26.77,40.33
3,3,"Upputhanni","GoM",2008,5.39,1.88,0,1,0,18.68,0,4.71,1.06,10.21,2.12,33.03,1.21,6.19,14.52,42.93,11.48,8.09,31.45,24.94
3,3,"Upputhanni","GoM",2009,7.47,1.63,0,1.33,0,21.2,0.82,1.29,1.25,5.6,0.79,19.31,3.39,12.2,23.72,40.59,-2.34,-13.72,42.93,33.03
3,3,"Upputhanni","GoM",2010,4.27,2.73,0,0.27,0,11.57,0,0.83,0.66,2.23,0.9,31.77,1.87,4.85,38.06,22.56,-18.03,12.46,40.59,19.31
3,3,"Upputhanni","GoM",2011,8.26,2.44,0,0.72,0,17.06,0.71,5.1,0.77,5.5,2.6,43.66,3.08,9.24,0.86,40.56,18,11.89,22.56,31.77
3,3,"Upputhanni","GoM",2012,7.77,2.55,0,0.73,0,16.32,0.78,4.98,0.74,5.39,2.75,46.37,3.35,6.12,2.15,39.26,-1.3,2.71,40.56,43.66
3,3,"Upputhanni","GoM",2013,4.48,1.04,0,0.25,0,13.22,0.53,4.85,0.67,0.63,0.86,2.99,2.37,5.26,62.85,25.67,-13.59,-43.38,39.26,46.37
3,3,"Upputhanni","GoM",2014,3.96,3.34,0,0.08,0,15.23,1.58,4.28,0.88,2.71,0.55,31.87,3.08,4.14,28.3,32.06,6.39,28.88,25.67,2.99
3,3,"Upputhanni","GoM",2015,5.82,2.28,0,1.02,0,12.87,0.87,2.5,0.68,5.84,0.26,34.4,1.63,7.09,24.74,31.88,-0.18,2.53,32.06,31.87
3,3,"Upputhanni","GoM",2016,8.53,3.08,1.26,0.87,4.29,9.86,1.11,0.53,0.46,0.58,0.68,47.13,2.81,5.03,13.78,30.57,-1.31,12.73,31.88,34.4
3,3,"Upputhanni","GoM",2017,8.87,3.26,1.05,1.12,4.24,9.83,1.23,0.64,0.45,0.42,0.54,46.66,3.74,3.56,14.39,31.11,0.54,-0.47,30.57,47.13
3,3,"Vaan","GoM",2005,5.29,5.52,0,0,0,6.9,0,5.5,4.82,4.39,0,6.63,2.3,49.95,8.7,32.42,1.31,-40.03,31.11,46.66
3,3,"Vaan","GoM",2007,18.72,11.79,2.96,0.33,0,13.08,0,2.89,2.33,1.33,0,12.77,2.37,22.62,8.81,53.43,21.01,6.14,32.42,6.63
3,3,"Vaan","GoM",2008,11.89,13.11,3.01,1.18,0,15.32,0,1.32,2.2,1.77,0,15.22,2.29,10.91,21.78,49.8,-3.63,2.45,53.43,12.77
3,3,"Vaan","GoM",2009,17.42,7.28,1.65,0.77,0,14.13,0,3.43,1.86,0.3,0,13.18,3.2,3.82,32.96,46.84,-2.96,-2.04,49.8,15.22
3,3,"Vaan","GoM",2010,11.47,7.08,5.61,2.25,0,8.96,0,1.86,0.97,0.04,0,15.56,5.21,9.79,31.2,38.24,-8.6,2.38,46.84,13.18
3,3,"Vaan","GoM",2011,12.93,11.53,5.25,2.65,0,19.16,0.14,3.97,3.32,2.59,0,9.4,0.35,8.01,20.7,61.54,23.3,-6.16,38.24,15.56
3,3,"Vaan","GoM",2012,15.82,7.23,6.23,0.94,0,14.23,0,0.76,3.04,0.92,0,11.5,0.29,5.13,33.91,49.17,-12.37,2.1,61.54,9.4
3,3,"Vaan","GoM",2013,19.34,6.85,5.92,3.64,0,18.61,0,1.59,3.3,2.25,0,8.62,1.41,4.31,24.16,61.5,12.33,-2.88,49.17,11.5
3,3,"Vaan","GoM",2014,18.48,10.1,8.66,2.42,0,22.71,0,3.44,3.16,2.02,0,19.45,1.56,4.69,3.31,70.99,9.49,10.83,61.5,8.62
3,3,"Vaan","GoM",2015,18.35,14.34,5.8,4.56,0,6.51,0,5.74,3.59,2.5,0,21.72,11.15,4.16,1.58,61.39,-9.6,2.27,70.99,19.45
3,3,"Vaan","GoM",2016,16.83,4.46,0.12,1.2,5.4,26.63,0,0,1.08,0.66,0,26.12,3.19,5.11,9.2,56.38,-5.01,4.4,61.39,21.72
3,3,"Vaan","GoM",2017,17.05,4.65,0.19,1.23,5.39,26.52,0,0,1.36,0.66,0,24.15,3.56,5.34,9.9,57.05,0.67,-1.97,56.38,26.12
3,3,"Valai","GoM",2005,11.87,4.31,5.07,0,0,8.89,0,0,4.04,6.6,0,13.04,0.23,1.1,44.85,40.78,-16.27,-11.11,57.05,24.15
3,3,"Valai","GoM",2007,9.25,3.58,3.63,0,0,18.39,0,0.99,3.48,3.32,0,12.99,1.3,1.02,42.05,42.64,1.86,-0.05,40.78,13.04
3,3,"Valai","GoM",2008,17.32,4.54,8.69,0,0,7.45,0,0,2.43,4.7,0,10.35,1.11,2.12,41.29,45.13,2.49,-2.64,42.64,12.99
3,3,"Valai","GoM",2009,8.82,4.58,12.4,0,0,21.54,0,0,2.77,1.72,0,16.84,0,0.4,30.93,51.83,6.7,6.49,45.13,10.35
3,3,"Valai","GoM",2010,10.23,0,5.79,0,0,12.37,0,0.88,9.38,2.99,0,23.1,0,6.35,28.91,41.64,-10.19,6.26,51.83,16.84
3,3,"Valai","GoM",2011,6.93,4.13,6.44,0,0,7.11,0,0.21,7.7,0.52,0,17.67,2.17,5.66,41.46,33.04,-8.6,-5.43,41.64,23.1
3,3,"Valai","GoM",2012,7.82,1.25,4.77,0,0,11.02,0,0,4.58,3.04,0,19.1,3.56,0.45,44.41,32.48,-0.56,1.43,33.04,17.67
3,3,"Valai","GoM",2013,12.71,1.14,0,0,0,12.1,0,0.12,0.88,1.43,0,10.12,0,2.89,58.61,28.38,-4.1,-8.98,32.48,19.1
3,3,"Valai","GoM",2014,13.72,8.48,1.89,0,0,13.69,0,0.47,2.12,1.92,0,16.3,0,3.23,38.18,42.29,13.91,6.18,28.38,10.12
3,3,"Valai","GoM",2015,11.58,1.07,3.15,0,0,8.95,0,1.16,6.4,0,0,19.37,0.03,5.97,42.32,32.31,-9.98,3.07,42.29,16.3
3,3,"Valai","GoM",2016,5.12,0,4.53,0.39,0.03,16.35,0,0.39,6.57,0.44,0.96,23.35,1.44,3.77,36.66,33.82,1.51,3.98,32.31,19.37
3,3,"Valai","GoM",2017,5.53,0.16,4.43,0.38,0.05,16.34,0,0.59,6.48,0.46,2.65,2,3.44,6.37,51.12,34.42,0.6,-21.35,33.82,23.35
3,3,"Valimunai","GoM",2005,7.01,5.37,0.09,0.16,0.47,10.62,0.14,0,0.71,1.74,0,23.84,3.97,2.48,43.4,26.31,-8.11,21.84,34.42,2
3,3,"Valimunai","GoM",2007,10.47,3.8,0.4,0.87,0.93,9.26,0.06,1.36,0.03,1.45,0.25,8.38,2.62,1.86,58.26,28.63,2.32,-15.46,26.31,23.84
3,3,"Valimunai","GoM",2008,6.99,7.41,1.08,0.7,0.62,15.74,1.3,3.03,0.68,1.79,0.95,22.06,5.51,5.28,26.86,39.34,10.71,13.68,28.63,8.38
3,3,"Valimunai","GoM",2009,9.56,8.22,1.16,0.72,0.15,16.01,0.6,1.72,0.49,0.22,0.65,23.63,1.67,6.12,29.08,38.85,-0.49,1.57,39.34,22.06
3,3,"Valimunai","GoM",2010,6.58,5.07,0.42,0.25,0,14.94,0.6,2.31,0.43,0,0.17,30.12,6.12,3.78,29.21,30.6,-8.25,6.49,38.85,23.63
3,3,"Valimunai","GoM",2011,6.47,10.04,0.23,0.65,0.8,17.55,0.04,1.87,0.98,0.6,0.26,25.79,1.39,4.95,28.38,39.23,8.63,-4.33,30.6,30.12
3,3,"Valimunai","GoM",2012,3.89,8.14,0.98,0.48,1.23,13.42,0.72,2.32,1.76,0.31,1.1,27.4,0.73,2.17,35.35,33.25,-5.98,1.61,39.23,25.79
3,3,"Valimunai","GoM",2013,7.69,9.82,0.73,0.83,1.05,23.57,0.64,0.53,1.88,0,1.95,23.91,2.76,1.6,23.04,46.74,13.49,-3.49,33.25,27.4
3,3,"Valimunai","GoM",2014,7.28,9.38,0.43,1.58,0.47,14.11,0.82,2.06,2.02,0,1.88,25.4,3.46,2.45,28.66,38.15,-8.59,1.49,46.74,23.91
3,3,"Valimunai","GoM",2015,7.15,6.44,0.28,2.09,0.39,12.34,0.13,0.11,0.51,0,1.54,28.83,3.76,4.94,31.49,29.44,-8.71,3.43,38.15,25.4
3,3,"Valimunai","GoM",2016,3.67,2.98,0.48,5.29,4.14,13.17,0.02,1.63,0.33,0,2.46,26.51,9.63,11.48,18.21,31.71,2.27,-2.32,29.44,28.83
